transcript_id,SRR13618140,SRR13618141,SRR13618142,SRR13618143,SRR13618144,SRR13618145,SRR13618146,SRR13618147,SRR13618148,SRR13618149,SRR13618150,SRR13618151
MSTRG.244.9,0,2,0,0,0,0,232,0,242,157,840,610
MSTRG.244.14,0,80,54,61,207,0,100,100,4,0,215,17
MSTRG.244.2,2946,0,1468,0,578,0,1286,500,449,495,812,358
MSTRG.244.1,420,2616,250,1,406,0,733,1269,1683,1852,781,1233
MSTRG.244.3,149,1167,243,0,0,2242,1101,1319,808,326,564,236
MSTRG.244.6,885,0,0,0,1086,49,1260,97,195,1231,813,0
MSTRG.244.4,166,453,1314,2529,336,589,302,1471,2412,1250,811,1889
MSTRG.244.10,33,106,60,74,1545,72,257,202,110,9,14,52
MSTRG.244.11,76,432,517,792,359,767,496,921,798,734,547,762
MSTRG.244.12,775,36,520,43,337,29,408,202,249,422,182,144
MSTRG.244.13,2,361,2,6,5,46,17,10,301,37,6,40
MSTRG.243.1,262,211,182,165,310,271,182,236,264,137,111,192
MSTRG.246.1,24,11,44,17,8,13,40,24,44,13,32,71
MSTRG.247.2,146,134,305,336,145,3,47,101,34,471,317,338
MSTRG.247.1,38,53,15,41,52,31,20,22,20,17,3,14
MSTRG.247.3,365,484,458,418,564,466,825,715,815,312,365,869
MSTRG.245.1,1498,1228,1829,2274,1228,1182,1460,2107,1986,1882,1877,1587
MSTRG.248.1,65,66,77,146,93,73,99,143,148,165,93,144
MSTRG.248.2,49,5,20,59,37,16,68,53,58,43,55,34
MSTRG.249.1,151,0,147,325,354,0,56,114,88,769,0,0
MSTRG.249.2,1310,1368,543,645,1069,836,1099,1299,1599,29,891,1106
MSTRG.249.3,371,0,0,0,0,0,0,0,0,0,0,0
MSTRG.249.4,62,0,3,10,8,364,50,3,83,88,18,16
MSTRG.250.1,208,216,613,543,220,147,969,817,1125,822,519,778
MSTRG.251.1,761,792,220,225,743,736,395,280,402,226,305,347
MSTRG.252.1,15,19,4,7,23,27,3,2,13,0,4,4
MSTRG.253.1,364,381,239,303,456,329,306,234,300,221,262,266
MSTRG.254.1,2261,2090,1831,2191,2048,2164,2462,2444,3287,2127,1861,2102
MSTRG.255.1,272,233,167,170,375,381,289,250,298,214,125,192
MSTRG.259.1,0,5,26,43,0,16,69,48,62,71,37,47
MSTRG.256.2,0,0,0,0,0,102,0,2,0,0,0,41
MSTRG.256.1,290,257,413,478,295,105,790,703,787,716,388,503
MSTRG.257.1,82,40,11,13,28,21,42,50,34,35,17,23
MSTRG.260.2,0,0,0,197,0,0,348,405,0,599,142,0
MSTRG.260.1,848,670,467,309,1187,967,883,650,1131,408,110,354
MSTRG.258.1,80,65,125,86,47,41,138,165,97,109,46,58
MSTRG.261.1,317,235,247,217,361,341,447,329,462,342,174,209
MSTRG.262.1,91,119,57,33,91,88,85,105,84,81,59,61
MSTRG.264.1,21,37,9,11,24,27,10,19,11,8,19,5
MSTRG.263.1,12,55,3,0,72,44,13,17,22,17,27,19
MSTRG.263.2,75,74,33,57,45,95,32,48,39,31,21,22
MSTRG.265.1,180,180,65,74,181,293,50,100,56,23,61,41
MSTRG.266.1,33,23,39,49,33,14,23,34,25,29,41,34
MSTRG.267.1,17,7,27,7,0,0,120,182,153,79,23,15
MSTRG.268.1,440,337,85,135,331,312,166,151,202,161,66,81
MSTRG.269.1,139,136,15,57,116,136,119,94,128,107,43,63
MSTRG.270.1,124,114,28,17,61,107,48,54,120,54,41,58
MSTRG.271.1,21,24,12,22,19,13,18,23,32,33,10,31
MSTRG.272.1,47,11,41,42,11,12,47,23,87,48,22,44
MSTRG.273.1,13,9,1,34,10,10,7,12,5,9,10,2
MSTRG.274.1,88,32,86,52,38,24,61,62,124,103,33,56
MSTRG.275.1,51,80,43,32,65,50,106,70,91,98,31,62
MSTRG.276.1,325,357,147,165,379,401,239,309,307,192,146,202
MSTRG.278.2,0,0,173,71,0,0,0,0,0,0,10,0
MSTRG.278.4,0,64,99,0,5,0,213,106,215,147,23,194
MSTRG.278.5,0,0,1,0,0,0,0,0,0,95,54,22
MSTRG.278.1,141,18,236,262,102,42,173,443,395,268,251,381
MSTRG.278.3,74,103,183,90,0,0,295,285,198,305,299,241
MSTRG.277.1,535,484,646,579,525,208,595,671,805,596,709,795
MSTRG.279.1,0,0,1548,1642,0,0,1076,2094,1956,795,1592,1726
MSTRG.279.2,2107,2155,55,29,2195,2158,573,0,0,773,61,0
MSTRG.282.1,187,151,1141,760,165,73,1408,1234,1406,1532,1197,1371
MSTRG.283.2,0,0,264,81,0,0,201,136,229,268,125,204
MSTRG.283.1,67,32,409,171,56,57,624,269,417,616,250,460
MSTRG.284.1,17,20,28,31,10,11,40,28,16,13,27,38
MSTRG.280.1,4931,4960,4355,4765,5013,4560,4271,6146,5914,5115,5683,5427
MSTRG.281.1,1999,1881,2044,2164,1868,1422,2062,2915,2885,2462,2292,2512
MSTRG.285.1,1452,1665,592,706,1676,2311,783,1142,1030,787,928,912
MSTRG.287.1,50,82,376,168,85,87,476,316,464,425,285,348
MSTRG.286.2,0,159,29,0,137,15,102,0,10,14,7,20
MSTRG.286.4,0,0,512,0,0,0,0,0,0,0,0,0
MSTRG.286.1,90,0,21,113,65,353,285,97,58,9,65,85
MSTRG.286.3,702,513,5,925,628,528,173,150,416,258,158,491
MSTRG.286.5,0,203,505,0,206,98,672,1083,1052,991,898,736
MSTRG.288.1,0,0,0,986,0,0,3,0,0,106,0,3
MSTRG.288.2,4291,3953,5678,5267,3938,2799,5844,7341,6811,6857,5488,6082
MSTRG.296.2,0,0,152,12,0,0,68,0,101,152,0,1
MSTRG.296.1,7,53,99,173,45,12,311,187,103,196,181,276
MSTRG.294.2,0,0,1092,184,246,0,407,542,424,1426,502,799
MSTRG.294.4,0,0,338,0,0,183,887,234,944,663,511,485
MSTRG.294.5,0,0,2139,532,0,0,150,1501,1439,1593,517,934
MSTRG.294.1,415,381,1848,1741,3,172,3941,3490,3577,3847,2552,1976
MSTRG.294.3,275,132,364,0,372,22,1421,1582,939,113,1568,1480
MSTRG.295.1,1464,1281,1941,1623,1445,1098,1842,2052,2125,1701,1712,1990
MSTRG.297.1,62,70,16,32,69,104,32,34,36,42,33,20
MSTRG.298.1,767,742,754,818,870,693,1007,950,915,940,725,897
MSTRG.299.1,36,6,15,16,15,20,12,7,16,5,10,20
MSTRG.300.1,15,45,8,16,28,41,15,11,15,38,9,21
MSTRG.301.1,183,112,131,109,137,129,137,244,171,169,130,121
MSTRG.289.1,1043,595,1074,927,887,699,1473,1513,1531,1113,1319,1117
MSTRG.289.2,17,348,55,284,9,13,69,221,55,124,8,106
MSTRG.290.1,128062,123739,69374,100220,135849,127366,59450,85043,73362,64959,74447,72537
MSTRG.291.1,725,688,731,701,613,532,651,791,710,623,668,652
MSTRG.292.1,4049,5509,3050,3246,4752,4790,2581,4076,3549,2853,3334,3554
MSTRG.293.1,6386,5018,6753,5631,5337,4305,8645,11120,10668,9991,8831,8239
MSTRG.293.2,418,344,236,281,359,379,418,471,508,342,248,382
MSTRG.303.1,179,105,454,282,200,68,1004,477,606,917,346,555
MSTRG.304.1,4,0,45,4,7,0,83,19,10,35,11,21
MSTRG.304.2,15,9,28,36,7,8,133,32,76,150,29,55
MSTRG.305.1,13,6,12,9,0,0,71,18,28,61,12,32
MSTRG.302.2,0,0,293,74,735,0,1020,591,531,271,147,240
MSTRG.302.1,5046,5152,5191,5446,4626,4010,5919,6828,7026,6618,5232,5738
MSTRG.307.1,20,16,272,108,17,0,578,250,300,405,243,379
MSTRG.306.1,15,34,20,22,13,21,26,60,42,35,44,44
MSTRG.308.1,336,161,179,119,258,183,1749,559,894,1419,147,261
MSTRG.309.1,316,118,260,146,289,69,1259,395,743,1067,89,245
MSTRG.310.2,0,35,14,0,0,71,5,0,6,5,8,9
MSTRG.310.1,1010,1463,657,563,1541,1327,763,788,726,355,540,617
MSTRG.310.3,37,0,0,0,0,200,0,0,0,0,0,0
MSTRG.311.1,67,60,7,10,40,58,42,43,48,14,37,53
MSTRG.314.1,2414,2220,3345,3072,2516,2274,2653,3111,2854,3183,2829,2907
MSTRG.315.1,258,185,225,317,249,216,390,360,389,353,227,428
MSTRG.316.1,485,317,246,280,491,347,350,433,473,476,293,375
MSTRG.316.2,50,16,33,12,22,26,21,29,32,0,20,37
MSTRG.317.1,135,115,75,64,115,104,89,91,70,90,94,84
MSTRG.318.1,772,902,252,432,967,1261,354,498,452,346,329,359
MSTRG.319.1,183,171,133,151,183,149,120,151,131,133,122,94
MSTRG.320.1,116,94,43,49,117,143,32,77,46,54,33,25
MSTRG.312.1,160953,143922,16228,18812,169281,148108,50548,46418,54576,52467,14975,14342
MSTRG.313.1,218,292,164,137,140,214,207,153,197,171,97,204
MSTRG.313.2,23,11,0,20,117,4,11,69,16,0,31,0
MSTRG.313.3,4,0,0,0,0,0,0,0,0,0,0,0
MSTRG.321.1,52120,54185,30181,38394,49645,46473,32570,42613,41304,32046,28553,31077
MSTRG.322.4,0,0,3303,0,0,0,14890,6202,9351,3843,4981,6494
MSTRG.322.11,0,0,2650,0,0,0,4023,0,1036,2713,508,1525
MSTRG.322.13,0,0,0,0,0,4,3145,0,0,504,5,2102
MSTRG.322.16,0,0,0,0,0,0,0,0,1919,248,0,691
MSTRG.322.15,0,6,0,0,0,0,2383,0,0,816,0,2
MSTRG.322.17,0,0,0,0,0,0,0,0,0,0,1501,0
MSTRG.322.9,0,0,0,6585,0,0,1557,1401,3693,2268,0,1241
MSTRG.322.10,0,0,0,1,0,0,2547,2,0,0,0,2
MSTRG.322.14,0,0,0,3,0,11,7,5217,5,22,20,0
MSTRG.322.2,0,0,0,9822,0,0,0,5437,0,578,0,4248
MSTRG.322.8,0,0,0,0,0,0,237,0,0,0,6788,6758
MSTRG.322.1,0,0,9583,4427,3617,0,11129,10244,9015,14153,3449,5908
MSTRG.322.12,0,0,11393,0,0,0,20,0,0,1,1,1
MSTRG.322.3,0,0,1712,3349,0,0,6342,2704,15031,7361,8403,6126
MSTRG.322.7,0,11,4,0,5,0,122,0,113,16670,0,0
MSTRG.322.6,6554,0,0,0,4103,3305,480,0,0,527,0,0
MSTRG.322.5,3102,6769,4289,0,0,0,7320,7517,5912,2961,2513,3659
MSTRG.323.3,0,0,366,0,0,0,0,0,0,0,0,0
MSTRG.323.1,861,775,1721,1979,1941,1432,2744,3024,2819,2645,2173,2624
MSTRG.323.2,778,1059,130,91,66,306,93,43,92,19,2,35
MSTRG.327.1,1400,1449,1947,1754,1353,967,2555,2915,3319,2398,2113,2450
MSTRG.328.1,1958,1954,1050,1259,2486,2269,1983,1387,1692,1442,1134,1334
MSTRG.328.2,3622,4148,2632,2966,4043,3938,4650,4345,4670,4084,3152,3692
MSTRG.324.1,753,706,855,540,722,590,1071,936,1187,997,745,1002
MSTRG.325.1,134,97,317,324,188,86,309,213,175,317,194,306
MSTRG.326.1,1044,931,1310,1212,933,700,1229,1351,1229,1134,1157,1544
MSTRG.331.1,1785,1595,1194,1408,1947,1864,1750,1641,1762,1559,1160,1582
MSTRG.329.1,133,335,51,3,454,627,22,21,16,0,21,35
MSTRG.330.1,0,21,23,5,7,13,31,5,5,20,5,7
MSTRG.332.1,27,41,69,29,38,28,208,37,107,140,40,127
MSTRG.333.1,34,38,103,87,26,33,281,84,123,170,61,95
MSTRG.334.1,28,34,76,43,49,14,162,89,118,171,52,129
MSTRG.335.1,67,73,0,37,79,81,121,88,99,98,24,49
MSTRG.336.1,365,386,758,726,429,355,455,678,658,445,670,670
MSTRG.337.1,13,20,18,22,14,10,33,35,27,25,24,28
MSTRG.338.1,2229,1946,526,623,2027,2248,1229,1450,1701,1271,633,647
MSTRG.339.1,165,145,113,88,216,116,201,218,256,245,88,129
MSTRG.341.1,34,34,90,69,61,41,155,56,73,146,34,73
MSTRG.340.1,630,294,445,458,554,201,1263,684,1069,1069,292,509
MSTRG.340.2,254,285,126,81,235,361,511,137,293,263,95,143
MSTRG.343.1,1648,1315,1808,2042,1627,1248,4745,3313,4213,3998,1587,2418
MSTRG.342.1,1751,2143,734,1078,1930,2272,1337,1647,1778,1290,863,893
MSTRG.345.1,13,17,23,39,30,52,29,44,37,28,31,24
MSTRG.346.1,61,57,80,40,75,55,121,145,161,190,124,86
MSTRG.347.1,139,155,160,192,195,161,143,146,129,126,124,177
MSTRG.348.1,22,27,10,3,19,25,16,21,16,3,4,20
MSTRG.349.1,17,33,8,0,11,93,37,18,21,20,17,18
MSTRG.350.1,28,16,8,25,25,7,46,37,25,36,25,29
MSTRG.351.1,20,6,22,37,3,13,71,28,49,49,26,45
MSTRG.353.2,0,0,235,70,20,0,57,178,235,202,72,173
MSTRG.353.3,0,1,143,84,0,0,351,118,114,267,99,240
MSTRG.353.4,0,1,83,39,0,0,160,48,104,131,99,111
MSTRG.353.1,48,26,12,4,2,5,216,126,157,202,110,150
MSTRG.352.3,0,0,78,0,51,0,0,0,81,116,72,90
MSTRG.352.1,359,380,590,1288,932,327,801,801,928,474,764,930
MSTRG.352.2,212,320,415,323,275,201,275,310,294,274,284,217
MSTRG.352.4,122,104,30,127,66,63,138,87,108,30,124,49
MSTRG.352.6,687,454,633,195,106,181,131,229,452,474,223,196
MSTRG.352.5,194,506,302,106,69,187,336,805,320,520,226,404
MSTRG.352.7,227,152,226,133,36,131,85,176,107,242,193,114
MSTRG.352.8,174,32,187,168,132,172,11,238,162,18,187,152
MSTRG.354.2,0,7,33,31,0,86,23,0,21,0,0,0
MSTRG.354.1,1279,1299,1057,1570,1366,1032,1092,1468,1445,1241,1100,1294
MSTRG.355.1,253,206,93,159,280,222,134,175,178,120,72,96
MSTRG.356.1,13,17,5,8,21,13,32,32,25,47,9,17
MSTRG.357.2,0,1,0,2,0,0,4,1,19,28,3,2
MSTRG.357.1,623,628,606,645,619,436,916,882,949,821,805,859
MSTRG.360.1,29,28,18,32,67,8,33,24,48,29,34,52
MSTRG.361.1,14,0,138,78,3,0,194,124,171,220,150,170
MSTRG.362.1,75,58,1495,1085,93,26,1505,1568,1515,1628,1237,1175
MSTRG.363.1,27,24,212,128,15,11,325,344,338,320,332,308
MSTRG.364.1,15,8,56,33,11,2,99,135,155,86,114,77
MSTRG.365.1,86,58,359,270,58,14,466,493,441,580,440,466
MSTRG.366.1,868,704,1603,1545,702,406,1284,1667,1616,1267,1221,1237
MSTRG.367.1,717,493,1011,1105,503,380,1002,1309,1168,1132,1078,1039
MSTRG.368.1,866,623,924,1248,627,417,782,1021,992,752,787,791
MSTRG.369.1,751,718,330,506,774,472,339,660,383,365,367,388
MSTRG.371.1,29,22,204,108,7,17,451,267,416,442,158,269
MSTRG.370.1,6698,6986,4207,4455,6241,6169,5431,6446,6323,5339,3962,4247
MSTRG.372.1,321,453,653,630,517,314,829,681,805,862,631,695
MSTRG.373.1,135,119,90,81,117,113,42,94,85,54,99,73
MSTRG.374.1,316,131,407,224,470,385,500,363,223,340,329,317
MSTRG.374.2,280,744,170,329,294,313,120,328,399,321,267,350
MSTRG.375.1,31,15,94,18,19,0,192,52,110,200,60,67
MSTRG.377.1,4473,4310,4157,4301,4542,3729,5477,5414,5930,5296,4286,5058
MSTRG.376.1,149,149,181,200,79,40,124,154,148,168,222,212
MSTRG.379.1,8,11,3,9,16,37,4,6,10,0,9,9
MSTRG.378.1,4328,3817,5405,5344,4048,3060,6409,6810,7345,6591,5549,6313
MSTRG.380.1,542,506,346,485,746,446,803,689,734,933,308,330
MSTRG.381.1,15,6,45,27,14,3,79,47,63,35,15,27
MSTRG.382.1,21,12,27,35,4,0,38,31,28,19,14,15
MSTRG.383.1,254,286,269,368,236,239,306,343,340,259,380,328
MSTRG.384.1,24,48,27,25,26,65,10,11,16,5,17,23
MSTRG.385.1,28,82,55,46,93,76,15,72,66,49,66,46
MSTRG.386.1,103,57,131,90,56,21,89,110,168,71,109,110
MSTRG.387.1,175,217,83,80,190,194,89,101,181,107,74,165
MSTRG.388.2,0,0,522,0,0,0,393,709,12,2,0,498
MSTRG.388.1,66,51,0,412,63,3,577,0,836,976,326,0
MSTRG.389.1,2024,1158,3084,3130,1575,817,5398,4305,6658,5986,2905,3689
MSTRG.389.2,23,0,226,320,0,0,968,1173,563,41,206,0
MSTRG.390.1,1437,1349,1357,1723,1363,1204,1926,1785,2355,1467,970,1063
MSTRG.391.1,444,360,260,322,449,448,422,547,698,445,322,257
MSTRG.392.1,8,35,12,2,8,20,6,2,14,0,3,3
MSTRG.393.1,12748,9224,21026,24251,11668,7879,23533,28919,30437,25192,19893,21558
MSTRG.396.1,277,270,365,300,199,165,276,318,310,251,257,240
MSTRG.397.1,401,409,586,513,311,358,611,1079,847,692,741,693
MSTRG.394.1,164,100,242,293,25,0,430,384,587,465,334,458
MSTRG.395.1,9617,8739,6991,6673,8690,6879,10761,12468,12380,10444,7740,8923
MSTRG.399.1,0,0,3,5,4,0,7,4,7,5,6,6
MSTRG.398.1,4097,3917,3800,3213,3616,3796,5679,6140,6442,5598,3920,4185
MSTRG.400.1,27,9,237,93,26,9,358,135,249,311,137,266
MSTRG.402.1,13,16,63,45,28,15,59,81,34,57,57,32
MSTRG.403.1,39,62,2,0,67,80,12,7,9,2,9,19
MSTRG.401.2,0,0,344,0,1330,0,0,0,0,154,173,0
MSTRG.401.1,7415,7236,10203,10783,5800,5146,13484,13929,14631,13467,10285,13564
MSTRG.404.1,853,843,343,367,809,872,332,560,449,393,345,342
MSTRG.405.1,1309,1378,1431,1386,1242,1101,821,1352,1162,906,1328,1109
MSTRG.408.1,87,51,55,139,42,47,190,129,165,96,134,58
MSTRG.406.1,871,466,1434,1178,483,477,1336,1599,1517,1477,1537,1509
MSTRG.407.1,13316,30125,32712,32667,19196,22657,52908,51077,72714,50974,31660,27386
MSTRG.407.2,133688,68602,130953,139915,90205,82490,204260,247450,266978,191302,120166,107491
MSTRG.409.3,0,0,0,3,1722,0,0,0,0,0,0,0
MSTRG.409.1,8693,7716,4900,9840,6723,6053,8434,10069,10378,8615,7723,7992
MSTRG.409.2,60,210,4270,0,0,284,309,935,244,591,599,189
MSTRG.416.1,0,0,67,0,2,907,2652,1,19,54,1287,8
MSTRG.416.2,0,2324,377,0,2740,0,0,0,0,0,0,0
MSTRG.416.3,0,0,838,0,0,282,0,0,304,7,0,1868
MSTRG.416.5,0,0,0,0,0,0,0,0,1924,0,661,479
MSTRG.416.6,0,0,808,0,0,0,0,2463,301,0,0,0
MSTRG.414.1,152,1307,400,216,1376,38,619,1217,490,474,770,482
MSTRG.415.1,1632,286,1274,1488,293,1156,885,515,1178,1232,787,1001
MSTRG.416.4,2203,8,9,2129,21,1291,93,25,309,2628,3,17
MSTRG.410.1,6700,10147,3012,3910,7436,9415,3594,5165,4829,4503,5201,5662
MSTRG.411.1,7062,7149,5298,5355,7589,5997,4316,6945,6503,5954,6344,6117
MSTRG.412.1,3942,3028,3909,4040,3508,1751,4635,6245,6201,5620,5784,6011
MSTRG.413.1,71,46,67,91,75,48,140,107,126,161,95,163
MSTRG.418.1,0,5,40,53,0,0,25,50,45,0,14,0
MSTRG.418.2,18,0,0,0,40,17,3,7,0,34,0,28
MSTRG.420.1,825,642,940,802,738,586,1010,1277,1272,977,921,1054
MSTRG.421.1,4,6,388,227,0,0,502,399,464,562,344,457
MSTRG.423.1,30,17,1226,631,19,3,1063,999,1140,1232,835,1122
MSTRG.422.2,0,13,1285,284,82,0,841,557,0,83,102,304
MSTRG.422.1,1509,1401,60,1044,1609,1654,1229,1313,2101,1594,1214,1487
MSTRG.417.1,1846,2231,450,774,4007,1894,1493,1236,1858,2716,801,1034
MSTRG.417.2,77126,95200,25885,33378,83555,106645,44685,49957,50295,41112,47582,51943
MSTRG.417.3,3813,5,0,0,1,1272,3,5,1,1183,2362,781
MSTRG.419.1,568,1103,703,500,1084,1361,594,712,595,805,798,705
MSTRG.419.3,563,243,55,175,682,1007,0,149,235,6,58,148
MSTRG.419.2,522,258,156,55,510,530,182,223,161,193,275,113
MSTRG.419.4,18,274,22,15,71,56,0,5,26,9,2,34
MSTRG.419.5,431,664,354,588,406,282,182,368,253,206,203,221
MSTRG.427.1,0,0,42,22,0,4,101,23,0,110,18,58
MSTRG.427.2,6,11,24,27,0,0,85,14,78,37,23,35
MSTRG.428.1,1123,952,1121,902,917,499,1484,1870,1869,1446,1344,1265
MSTRG.426.3,0,0,0,0,0,0,1570,0,0,205,0,0
MSTRG.425.1,15080,14536,17544,18880,15008,10380,17289,22044,23277,19042,16340,19089
MSTRG.424.1,3,6,36,60,43,0,28,21,24,29,6,9
MSTRG.426.1,4323,4357,3995,4135,4288,3840,1624,5146,3491,3247,4119,4728
MSTRG.426.2,9,0,0,0,0,0,1604,1,1831,986,6,0
MSTRG.429.1,1036,1163,797,941,908,962,1446,1371,1566,1186,1144,1452
MSTRG.430.1,1675,1459,1743,1489,1824,1674,2533,2106,2350,2137,1614,2201
MSTRG.431.1,39,22,212,162,15,16,362,318,365,376,355,373
MSTRG.434.1,0,8,48,46,30,11,0,35,33,0,30,0
MSTRG.432.1,638,330,409,328,524,783,336,513,504,327,320,504
MSTRG.432.2,36,107,278,200,138,45,160,85,118,327,384,206
MSTRG.432.3,526,876,340,381,733,422,360,552,397,311,238,338
MSTRG.433.1,561,550,513,536,627,557,786,624,1008,585,727,915
MSTRG.433.2,41,108,151,133,35,0,136,297,137,173,123,130
MSTRG.435.1,972,847,1824,1979,771,453,2116,2137,2182,1977,2284,2112
MSTRG.436.1,132,108,58,72,169,68,141,107,190,152,189,170
MSTRG.437.1,12,0,2,35,11,4,3,0,2,8,1,6
MSTRG.438.1,1613,1402,1152,1075,1973,1424,809,1185,1326,1000,1247,845
MSTRG.441.1,456,303,737,685,384,178,1040,1027,1202,1169,840,1073
MSTRG.442.1,117,90,110,135,116,68,130,169,181,150,137,163
MSTRG.439.1,0,1918,696,1399,1958,0,1539,1775,1318,1747,1763,735
MSTRG.440.2,0,599,0,0,1677,0,0,0,0,0,0,0
MSTRG.439.2,2260,0,1373,647,33,1336,2265,2094,2668,1481,710,2008
MSTRG.440.1,14724,13045,12255,12908,12758,11987,11129,15660,13869,12956,14320,14330
MSTRG.443.1,2957,2940,1707,2158,2977,2455,1447,2123,1917,1439,1813,1806
MSTRG.444.1,899,787,1575,1401,739,522,1442,1554,1447,1283,1045,1362
MSTRG.445.1,173,204,330,274,216,105,412,360,413,441,284,406
MSTRG.446.1,9,1,43,9,16,10,119,20,52,123,41,80
MSTRG.448.3,0,0,9,49,0,0,24,18,9,19,8,12
MSTRG.447.1,158,194,258,220,49,76,483,591,707,696,428,227
MSTRG.447.2,49,0,617,314,260,67,630,0,175,230,126,709
MSTRG.448.1,86,58,222,181,136,74,609,258,232,637,222,482
MSTRG.448.2,63,59,206,62,102,0,624,140,282,455,148,368
MSTRG.449.1,20,10,71,35,19,8,140,25,73,168,34,92
MSTRG.450.1,43,22,176,36,37,35,375,94,134,300,94,163
MSTRG.452.1,9,7,31,8,2,3,110,10,34,48,40,54
MSTRG.453.1,1375,1507,1299,1006,1199,1258,1637,1822,1684,1458,1490,1664
MSTRG.454.1,2983,2529,2113,2530,1976,3452,2517,3791,3006,2967,3061,3377
MSTRG.454.2,804,813,507,467,1662,188,962,340,1101,1141,31,265
MSTRG.454.3,1,503,0,0,0,0,25,0,0,0,0,60
MSTRG.455.2,0,0,0,0,0,0,0,0,0,0,454,327
MSTRG.455.1,1445,1186,1294,1497,1497,1105,1715,1796,1830,1586,654,1106
MSTRG.456.1,75,48,131,211,68,16,242,185,195,205,96,194
MSTRG.458.1,4,7,49,26,2,0,66,49,58,63,50,60
MSTRG.459.1,4,6,31,30,0,2,9,26,16,19,48,20
MSTRG.457.1,709,676,701,665,862,757,909,1096,924,874,775,886
MSTRG.460.1,29,39,45,33,20,18,35,87,41,48,68,50
MSTRG.461.1,35712,34983,41111,47248,36205,30053,33821,44497,41009,39283,28768,45905
MSTRG.461.2,43,120,80,98,11,111,28,0,56,219,7895,0
MSTRG.462.1,3679,2790,11464,10059,3478,2105,13317,10846,11782,14393,9760,15206
MSTRG.463.1,1315,947,8179,6771,1034,726,14426,11389,12061,14255,10943,15676
MSTRG.463.2,189,53,3885,898,206,33,1850,1601,1864,3146,1242,2140
MSTRG.463.3,25,71,724,627,60,9,725,482,647,1599,525,943
MSTRG.464.1,702,448,9630,4621,359,146,11231,10175,11145,12821,9051,10438
MSTRG.466.2,0,0,0,50,243,0,0,0,0,0,0,0
MSTRG.466.3,0,588,0,231,0,0,138,12,509,336,274,0
MSTRG.466.1,770,110,501,199,405,826,341,637,180,215,205,585
MSTRG.467.1,2,16,9,1,47,24,5,6,1,9,2,9
MSTRG.485.11,0,0,0,2,188,1,67,310,242,0,221,2
MSTRG.485.9,0,4,6,6,294,0,241,526,241,0,247,5
MSTRG.485.16,0,0,954,12,223,65,202,1109,0,25,2348,157
MSTRG.485.19,0,0,1492,12,281,0,868,241,0,5,1157,193
MSTRG.486.2,0,0,0,0,1,0,574,0,402,0,0,1300
MSTRG.485.29,0,0,0,0,3534,0,1049,827,542,0,1468,0
MSTRG.485.32,0,904,0,0,11,1,829,89,821,554,124,643
MSTRG.485.33,0,198,0,0,0,0,398,0,141,66,0,118
MSTRG.485.34,0,0,0,0,0,0,0,0,0,0,0,1344
MSTRG.485.38,0,0,1,4,397,0,132,364,142,0,230,0
MSTRG.485.40,0,213,0,0,0,0,0,0,0,0,0,225
MSTRG.485.42,0,5122,57,1,0,0,27,106,73,0,27,929
MSTRG.485.51,0,0,0,0,0,969,0,4,0,0,0,0
MSTRG.485.53,0,21,0,0,0,0,2,0,29,7,0,5
MSTRG.485.3,718,2809,1778,2460,238,0,612,1876,1597,785,181,1367
MSTRG.485.1,569,862,1123,2760,467,842,298,146,729,1122,719,409
MSTRG.485.2,336,78,645,2174,372,0,408,192,1146,580,73,170
MSTRG.485.4,289,26,422,828,119,0,604,1451,420,549,119,129
MSTRG.485.6,293,19,1141,1062,337,0,254,1598,2102,355,426,1336
MSTRG.485.10,144,227,63,62,579,0,247,28,167,44,29,251
MSTRG.485.8,116,207,128,64,843,40,3,28,193,102,6,167
MSTRG.485.7,89,25,1000,941,149,0,1246,2057,1611,99,159,504
MSTRG.485.5,3,13,9,30,10,0,638,289,1265,10,640,17
MSTRG.485.13,1080,0,5,5,0,213,0,0,0,452,0,0
MSTRG.485.14,592,2822,0,58,3240,921,1307,163,695,2141,2926,1458
MSTRG.485.17,438,327,997,623,166,337,1334,2126,1610,1102,1299,1231
MSTRG.485.12,287,224,0,0,369,0,134,172,378,61,817,2459
MSTRG.485.15,198,10,938,1603,172,0,638,3139,563,1075,141,413
MSTRG.485.20,24,9,188,256,56,0,2,177,541,199,4,38
MSTRG.485.18,1,716,0,0,0,0,1401,1175,0,858,1362,0
MSTRG.485.23,2525,0,0,0,0,1662,0,0,0,1315,0,0
MSTRG.485.22,1595,0,2,38,0,251,0,0,0,196,0,0
MSTRG.485.21,1147,0,7,19,0,3004,0,0,0,279,0,0
MSTRG.485.25,378,0,0,1,0,586,0,0,0,225,0,1
MSTRG.485.26,255,0,0,0,0,17,6,0,24,8,0,2
MSTRG.485.24,102,8,33,98,48,0,63,63,24,36,18,19
MSTRG.486.1,1341,70,655,990,104,26,1105,425,1324,2321,343,282
MSTRG.486.3,1045,63,517,97,79,18,565,339,1038,401,241,268
MSTRG.485.27,456,21,2184,2721,399,0,1623,2517,2703,498,778,1017
MSTRG.485.30,122,993,25,14,139,0,583,45,146,282,1778,1048
MSTRG.485.31,16,577,790,475,390,0,249,943,345,108,618,581
MSTRG.485.28,10,1949,0,8,1,1,4,8,4,5,2,959
MSTRG.485.35,7,414,89,0,0,0,3,3,14,4,0,274
MSTRG.485.36,350,743,1064,1341,277,186,481,998,158,861,547,454
