gene_id	pfam_domain_count	top_pfam_name	top_pfam_accession	top_pfam_ievalue	top_pfam_description	pfam_domains	pfam_accessions	pfam_descriptions	pfam_proteins
MSTRG.10255	2	Neur_chan_LBD	PF02931.29	8.5e-55	Neurotransmitter-gated ion-channel ligand binding domain	Neur_chan_LBD;Neur_chan_memb	PF02931.29;PF02932.22	Neurotransmitter-gated ion-channel ligand binding domain;Neurotransmitter-gated ion-channel transmembrane region	MSTRG.10255.1.p1
MSTRG.1026	4	adh_short_C2	PF13561.13	1.8e-64	Enoyl-(Acyl carrier protein) reductase	adh_short_C2;adh_short;KR;SDR	PF13561.13;PF00106.32;PF08659.17;PF23441.1	Enoyl-(Acyl carrier protein) reductase;short chain dehydrogenase;KR domain;SDR-like rossmann domain	MSTRG.1026.1.p1
MSTRG.10260	1	SNF	PF00209.25	6e-190	Sodium:neurotransmitter symporter family	SNF	PF00209.25	Sodium:neurotransmitter symporter family	MSTRG.10260.1.p1
MSTRG.10261	2	COG7	PF10191.16	1.9e-217	Golgi complex component 7 (COG7)	COG7;EXOC6_Sec15_N	PF10191.16;PF20651.4	Golgi complex component 7 (COG7);Exocyst complex component EXOC6/Sec15, N-terminal	MSTRG.10261.1.p1
MSTRG.10264	5	RNB	PF00773.26	2.3e-102	RNB domain	RNB;OB_Dis3;PIN_4;Rrp44_CSD1;Rrp44_S1	PF00773.26;PF17849.8;PF13638.13;PF17216.10;PF17215.10	RNB domain;Dis3-like cold-shock domain 2 (CSD2);PIN domain;Rrp44-like cold shock domain;S1 domain	MSTRG.10264.1.p1
MSTRG.1027	1	UQ_con	PF00179.32	2.6e-53	Ubiquitin-conjugating enzyme	UQ_con	PF00179.32	Ubiquitin-conjugating enzyme	MSTRG.1027.1.p1
MSTRG.10271	2	tRNA_anti-codon	PF01336.32	3.6e-09	OB-fold nucleic acid binding domain	tRNA_anti-codon;tRNA-synt_2	PF01336.32;PF00152.26	OB-fold nucleic acid binding domain;tRNA synthetases class II (D, K and N)	MSTRG.10271.1.p1
MSTRG.10272	14	MM_CoA_mutase	PF01642.29	9.3e-250	Methylmalonyl-CoA mutase	MM_CoA_mutase;B12-binding	PF01642.29;PF02310.25	Methylmalonyl-CoA mutase;B12 binding domain	MSTRG.10272.1.p1;MSTRG.10272.2.p1;MSTRG.10272.3.p1;MSTRG.10272.4.p1;MSTRG.10272.5.p1;MSTRG.10272.6.p1;MSTRG.10272.7.p1
MSTRG.10273	1	TIR_2	PF13676.12	5.7e-14	TIR domain	TIR_2	PF13676.12	TIR domain	MSTRG.10273.1.p1
MSTRG.10276	20	Abhydrolase_6	PF12697.14	2.7e-25	Alpha/beta hydrolase family	Abhydrolase_6;Abhydrolase_1;Hydrolase_4;Thioesterase	PF12697.14;PF00561.27;PF12146.16;PF00975.27	Alpha/beta hydrolase family;alpha/beta hydrolase fold;Serine aminopeptidase, S33;Thioesterase domain	MSTRG.10276.1.p1;MSTRG.10276.2.p1;MSTRG.10276.3.p1;MSTRG.10276.4.p1;MSTRG.10276.5.p1
MSTRG.10277	1	tRNA-synt_2	PF00152.26	3.4e-29	tRNA synthetases class II (D, K and N)	tRNA-synt_2	PF00152.26	tRNA synthetases class II (D, K and N)	MSTRG.10277.1.p1
MSTRG.1028	1	TMEM218_N	PF25810.1	6.4e-12	Transmembrane protein 218, N-terminal domain	TMEM218_N	PF25810.1	Transmembrane protein 218, N-terminal domain	MSTRG.1028.1.p1
MSTRG.10290	1	F5_F8_type_C	PF00754.32	9.6e-09	F5/8 type C domain	F5_F8_type_C	PF00754.32	F5/8 type C domain	MSTRG.10290.1.p1
MSTRG.10291	1	Palm_thioest	PF02089.22	3.8e-87	Palmitoyl protein thioesterase	Palm_thioest	PF02089.22	Palmitoyl protein thioesterase	MSTRG.10291.1.p1
MSTRG.10293	19	RUN	PF02759.25	1.3e-36	RUN domain	RUN	PF02759.25	RUN domain	MSTRG.10293.14.p1;MSTRG.10293.2.p1;MSTRG.10293.12.p1;MSTRG.10293.11.p1;MSTRG.10293.9.p1;MSTRG.10293.16.p1;MSTRG.10293.17.p1;MSTRG.10293.19.p1;MSTRG.10293.1.p1;MSTRG.10293.6.p1;MSTRG.10293.3.p1;MSTRG.10293.4.p1;MSTRG.10293.5.p1;MSTRG.10293.7.p1;MSTRG.10293.10.p1;MSTRG.10293.8.p1;MSTRG.10293.13.p1;MSTRG.10293.15.p1;MSTRG.10293.18.p1
MSTRG.10296	4	GSHPx	PF00255.26	3.2e-32	Glutathione peroxidase	GSHPx	PF00255.26	Glutathione peroxidase	MSTRG.10296.1.p1;MSTRG.10296.3.p1;MSTRG.10296.4.p1;MSTRG.10296.2.p1
MSTRG.10298	1	DUF3522	PF12036.15	3.6e-44	Protein of unknown function (DUF3522)	DUF3522	PF12036.15	Protein of unknown function (DUF3522)	MSTRG.10298.1.p1
MSTRG.10299	4	HMG_CoA_synt_C	PF08540.17	2.9e-105	Hydroxymethylglutaryl-coenzyme A synthase C terminal	HMG_CoA_synt_C;HMG_CoA_synt_N	PF08540.17;PF01154.23	Hydroxymethylglutaryl-coenzyme A synthase C terminal;Hydroxymethylglutaryl-coenzyme A synthase N terminal	MSTRG.10299.1.p1;MSTRG.10299.2.p1
MSTRG.103	1	Xan_ur_permease	PF00860.27	4.6e-57	Permease family	Xan_ur_permease	PF00860.27	Permease family	MSTRG.103.1.p1
MSTRG.10303	1	PND	PF17949.8	1.2e-42	FANCM pseudonuclease domain	PND	PF17949.8	FANCM pseudonuclease domain	MSTRG.10303.1.p1
MSTRG.10306	15	HTH_CHD6-9	PF23078.3	3.9e-36	Chromodomain-helicase-DNA-binding protein 6-9, tri-helical	HTH_CHD6-9;Helicase_C;BRK;HDA2-3	PF23078.3;PF00271.38;PF07533.22;PF11496.15	Chromodomain-helicase-DNA-binding protein 6-9, tri-helical;Helicase conserved C-terminal domain;BRK domain;Class II histone deacetylase complex subunits 2 and 3	MSTRG.10306.3.p1;MSTRG.10306.4.p1;MSTRG.10306.1.p1;MSTRG.10306.2.p1
MSTRG.10307	1	Chromo	PF00385.31	9.5e-10	Chromo (CHRromatin Organisation MOdifier) domain	Chromo	PF00385.31	Chromo (CHRromatin Organisation MOdifier) domain	MSTRG.10307.1.p2
MSTRG.1031	1	ATP-gua_PtransN	PF02807.21	1.1e-09	ATP:guanido phosphotransferase, N-terminal domain	ATP-gua_PtransN	PF02807.21	ATP:guanido phosphotransferase, N-terminal domain	MSTRG.1031.1.p1
MSTRG.10315	1	7tm_1	PF00001.27	1.1e-11	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.10315.1.p2
MSTRG.1032	1	ATP-gua_PtransN	PF02807.21	2.5e-18	ATP:guanido phosphotransferase, N-terminal domain	ATP-gua_PtransN	PF02807.21	ATP:guanido phosphotransferase, N-terminal domain	MSTRG.1032.1.p1
MSTRG.10320	3	Amino_oxidase	PF01593.31	6.4e-46	Flavin containing amine oxidoreductase	Amino_oxidase	PF01593.31	Flavin containing amine oxidoreductase	MSTRG.10320.1.p1;MSTRG.10320.2.p1;MSTRG.10320.2.p2
MSTRG.10322	1	wnt	PF00110.25	3.3e-97	wnt family	wnt	PF00110.25	wnt family	MSTRG.10322.1.p1
MSTRG.10326	3	TSP_1	PF00090.26	5.1e-13	Thrombospondin type 1 domain	TSP_1;TSP1_spondin	PF00090.26;PF19028.7	Thrombospondin type 1 domain;Spondin-like TSP1 domain	MSTRG.10326.1.p1
MSTRG.10327	14	TSP_1	PF00090.26	1.5e-14	Thrombospondin type 1 domain	TSP_1;SRCR;TSP1_spondin;EGF_Teneurin	PF00090.26;PF00530.24;PF19028.7;PF23106.2	Thrombospondin type 1 domain;Scavenger receptor cysteine-rich domain;Spondin-like TSP1 domain;Teneurin-like EGF domain	MSTRG.10327.2.p1;MSTRG.10327.1.p1
MSTRG.10328	1	PAN_1	PF00024.33	1.2e-09	PAN domain	PAN_1	PF00024.33	PAN domain	MSTRG.10328.1.p1
MSTRG.1033	1	ATP-gua_Ptrans	PF00217.25	1.6e-77	ATP:guanido phosphotransferase, C-terminal catalytic domain	ATP-gua_Ptrans	PF00217.25	ATP:guanido phosphotransferase, C-terminal catalytic domain	MSTRG.1033.1.p1
MSTRG.10330	1	LTV	PF04180.20	7.4e-08	Low temperature viability protein	LTV	PF04180.20	Low temperature viability protein	MSTRG.10330.1.p1
MSTRG.10333	2	TMEM135_C_rich	PF15982.10	3e-34	N-terminal cysteine-rich region of Transmembrane protein 135	TMEM135_C_rich	PF15982.10	N-terminal cysteine-rich region of Transmembrane protein 135	MSTRG.10333.1.p1;MSTRG.10333.2.p1
MSTRG.10338	1	UQ_con	PF00179.32	1.4e-44	Ubiquitin-conjugating enzyme	UQ_con	PF00179.32	Ubiquitin-conjugating enzyme	MSTRG.10338.1.p1
MSTRG.1034	2	Ig_CFAP47	PF26579.1	2.4e-24	CFAP47-like, immunoglobulin-like domain	Ig_CFAP47	PF26579.1	CFAP47-like, immunoglobulin-like domain	MSTRG.1034.2.p1;MSTRG.1034.1.p1
MSTRG.10341	1	Cgr1	PF03879.21	1.5e-10	Cgr1 family	Cgr1	PF03879.21	Cgr1 family	MSTRG.10341.8.p1
MSTRG.10343	1	SNARE	PF05739.26	1e-19	SNARE domain	SNARE	PF05739.26	SNARE domain	MSTRG.10343.1.p1
MSTRG.10347	5	WBS_methylT	PF12589.14	7.6e-17	Methyltransferase involved in Williams-Beuren syndrome	WBS_methylT;Methyltransf_25;Methyltransf_11;Methyltransf_31;Methyltransf_12	PF12589.14;PF13649.13;PF08241.19;PF13847.13;PF08242.19	Methyltransferase involved in Williams-Beuren syndrome;Methyltransferase domain	MSTRG.10347.1.p2
MSTRG.10348	1	TSP_1	PF00090.26	2.2e-07	Thrombospondin type 1 domain	TSP_1	PF00090.26	Thrombospondin type 1 domain	MSTRG.10348.1.p1
MSTRG.10349	2	CHB_HEX_C	PF03174.20	6.5e-20	Chitobiase/beta-hexosaminidase C-terminal domain	CHB_HEX_C;Glyco_hydro_20	PF03174.20;PF00728.29	Chitobiase/beta-hexosaminidase C-terminal domain;Glycosyl hydrolase family 20, catalytic domain	MSTRG.10349.1.p1
MSTRG.10354	2	GRAM	PF02893.27	3.4e-15	GRAM domain	GRAM	PF02893.27	GRAM domain	MSTRG.10354.1.p1;MSTRG.10354.2.p1
MSTRG.10359	1	Rhomboid	PF01694.29	3.9e-31	Rhomboid domain	Rhomboid	PF01694.29	Rhomboid domain	MSTRG.10359.1.p1
MSTRG.10364	1	7TM_GPCR_Srw	PF10324.16	3.4e-12	Serpentine type 7TM GPCR chemoreceptor Srw	7TM_GPCR_Srw	PF10324.16	Serpentine type 7TM GPCR chemoreceptor Srw	MSTRG.10364.1.p1
MSTRG.10367	6	CADH_Y-type_LIR	PF01049.23	1.6e-25	Cadherin, Y-type LIR-motif	CADH_Y-type_LIR;Laminin_G_2;Laminin_G_1;Ig_Shg	PF01049.23;PF02210.32;PF00054.31;PF24811.2	Cadherin, Y-type LIR-motif;Laminin G domain;DE-cadherin, Ig-like domain	MSTRG.10367.1.p1
MSTRG.10368	2	RT_RNaseH	PF17917.8	1.9e-35	RNase H-like domain found in reverse transcriptase	RT_RNaseH;RT_RNaseH_2	PF17917.8;PF17919.8	RNase H-like domain found in reverse transcriptase	MSTRG.10368.1.p1
MSTRG.1037	2	DnaJ_C	PF01556.24	9.4e-29	DnaJ C terminal domain	DnaJ_C;DnaJ	PF01556.24;PF00226.37	DnaJ C terminal domain;DnaJ domain	MSTRG.1037.1.p1
MSTRG.10370	3	IBR	PF01485.28	3.1e-13	IBR domain, a half RING-finger domain	IBR;IBR_1	PF01485.28;PF22191.3	IBR domain, a half RING-finger domain;IBR domain	MSTRG.10370.1.p1
MSTRG.10372	1	YTH	PF04146.22	9.4e-54	YT521-B-like domain	YTH	PF04146.22	YT521-B-like domain	MSTRG.10372.1.p1
MSTRG.10376	18	Ribophorin_II_3rd	PF23860.2	1.2e-45	Ribophorin II third domain	Ribophorin_II_3rd;Ribophorin_II_C;Ribophorin_II_2nd	PF23860.2;PF25147.2;PF23861.2	Ribophorin II third domain;Ribophorin_II, C-terminal domain;Ribophorin II second domain	MSTRG.10376.2.p1;MSTRG.10376.3.p1;MSTRG.10376.4.p1;MSTRG.10376.5.p1;MSTRG.10376.6.p1;MSTRG.10376.1.p1
MSTRG.10380	9	DRY_EERY	PF09750.15	5.8e-31	Alternative splicing regulator	DRY_EERY;Surp	PF09750.15;PF01805.26	Alternative splicing regulator;Surp module	MSTRG.10380.1.p1;MSTRG.10380.2.p1;MSTRG.10380.3.p1;MSTRG.10380.3.p3;MSTRG.10380.2.p3
MSTRG.10382	1	DUF3105	PF11303.14	3.6e-30	Protein of unknown function (DUF3105)	DUF3105	PF11303.14	Protein of unknown function (DUF3105)	MSTRG.10382.1.p1
MSTRG.10384	7	PS_Dcarbxylase	PF02666.21	3.9e-56	Phosphatidylserine decarboxylase	PS_Dcarbxylase	PF02666.21	Phosphatidylserine decarboxylase	MSTRG.10384.1.p1;MSTRG.10384.2.p1;MSTRG.10384.3.p1;MSTRG.10384.4.p1;MSTRG.10384.5.p1;MSTRG.10384.6.p1;MSTRG.10384.7.p1
MSTRG.10391	1	FGGY_N	PF00370.28	1.5e-71	FGGY family of carbohydrate kinases, N-terminal domain	FGGY_N	PF00370.28	FGGY family of carbohydrate kinases, N-terminal domain	MSTRG.10391.1.p1
MSTRG.10392	2	FGGY_C	PF02782.23	1e-40	FGGY family of carbohydrate kinases, C-terminal domain	FGGY_C	PF02782.23	FGGY family of carbohydrate kinases, C-terminal domain	MSTRG.10392.1.p1;MSTRG.10392.2.p1
MSTRG.1040	3	GST_C_3	PF14497.12	8.9e-16	Glutathione S-transferase, C-terminal domain	GST_C_3;GST_C;GST_N	PF14497.12;PF00043.31;PF02798.27	Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain	MSTRG.1040.1.p1
MSTRG.10400	2	Anoct_dimer	PF16178.11	2.3e-37	Anoctamin, dimerisation domain	Anoct_dimer;Anoctamin	PF16178.11;PF04547.18	Anoctamin, dimerisation domain;Calcium-activated chloride channel	MSTRG.10400.1.p1
MSTRG.10401	1	Anoctamin	PF04547.18	1.2e-24	Calcium-activated chloride channel	Anoctamin	PF04547.18	Calcium-activated chloride channel	MSTRG.10401.1.p1
MSTRG.10402	1	Anoctamin	PF04547.18	1e-56	Calcium-activated chloride channel	Anoctamin	PF04547.18	Calcium-activated chloride channel	MSTRG.10402.1.p1
MSTRG.10403	1	Anoctamin	PF04547.18	5.2e-54	Calcium-activated chloride channel	Anoctamin	PF04547.18	Calcium-activated chloride channel	MSTRG.10403.1.p1
MSTRG.10406	3	AA_permease_2	PF13520.13	1.5e-39	Amino acid permease	AA_permease_2;AA_permease;AA_permease_C	PF13520.13;PF00324.28;PF13906.13	Amino acid permease;C-terminus of AA_permease	MSTRG.10406.1.p1
MSTRG.1041	1	CUB	PF00431.27	8e-12	CUB domain	CUB	PF00431.27	CUB domain	MSTRG.1041.1.p1
MSTRG.10412	2	7tm_1	PF00001.27	1.2e-43	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.10412.1.p1;MSTRG.10412.2.p1
MSTRG.10417	3	BPL_LplA_LipB	PF03099.25	1.1e-24	Biotin/lipoate A/B protein ligase family	BPL_LplA_LipB;BPL_C;BPL_N	PF03099.25;PF02237.24;PF09825.16	Biotin/lipoate A/B protein ligase family;Biotin protein ligase C terminal domain;Biotin-protein ligase, N terminal	MSTRG.10417.1.p1
MSTRG.10418	3	Macro	PF01661.28	1.9e-09	Macro domain	Macro	PF01661.28	Macro domain	MSTRG.10418.2.p1;MSTRG.10418.3.p1;MSTRG.10418.4.p1
MSTRG.1042	3	OSCP	PF00213.24	1.8e-44	ATP synthase delta (OSCP) subunit	OSCP	PF00213.24	ATP synthase delta (OSCP) subunit	MSTRG.1042.1.p1;MSTRG.1042.2.p1;MSTRG.1042.2.p2
MSTRG.10424	2	Iwr1	PF08574.16	5e-07	Transcription factor Iwr1	Iwr1	PF08574.16	Transcription factor Iwr1	MSTRG.10424.1.p1;MSTRG.10424.2.p1
MSTRG.10425	1	LRR_9	PF14580.13	7e-08	Leucine-rich repeat	LRR_9	PF14580.13	Leucine-rich repeat	MSTRG.10425.1.p2
MSTRG.10426	6	PPTA	PF01239.29	2.2e-06	Protein prenyltransferase alpha subunit repeat	PPTA	PF01239.29	Protein prenyltransferase alpha subunit repeat	MSTRG.10426.1.p1;MSTRG.10426.2.p1
MSTRG.10429	4	CAP_N	PF21938.2	1.6e-63	CAP, N-terminal domain	CAP_N	PF21938.2	CAP, N-terminal domain	MSTRG.10429.2.p1;MSTRG.10429.1.p1;MSTRG.10429.3.p1;MSTRG.10429.4.p1
MSTRG.10430	1	CAP_C	PF08603.17	7.7e-65	Adenylate cyclase associated (CAP) C terminal	CAP_C	PF08603.17	Adenylate cyclase associated (CAP) C terminal	MSTRG.10430.1.p1
MSTRG.10436	12	Methyltransf_11	PF08241.19	6.1e-19	Methyltransferase domain	Methyltransf_11;Methyltransf_23;Methyltransf_25;Methyltransf_12;Methyltransf_31;CMAS	PF08241.19;PF13489.13;PF13649.13;PF08242.19;PF13847.13;PF02353.27	Methyltransferase domain;Mycolic acid cyclopropane synthetase	MSTRG.10436.1.p1;MSTRG.10436.3.p1
MSTRG.10437	1	CHD5	PF04420.20	9.4e-16	CHD5-like protein	CHD5	PF04420.20	CHD5-like protein	MSTRG.10437.1.p1
MSTRG.10439	1	Lebercilin	PF15619.12	1.4e-45	Ciliary protein causing Leber congenital amaurosis disease	Lebercilin	PF15619.12	Ciliary protein causing Leber congenital amaurosis disease	MSTRG.10439.1.p1
MSTRG.10441	6	SH3BGR	PF04908.22	8e-28	SH3-binding, glutamic acid-rich protein	SH3BGR	PF04908.22	SH3-binding, glutamic acid-rich protein	MSTRG.10441.3.p1;MSTRG.10441.2.p1;MSTRG.10441.6.p1;MSTRG.10441.1.p1;MSTRG.10441.4.p1;MSTRG.10441.5.p1
MSTRG.10443	1	Transmemb_17	PF09799.15	1.5e-30	Predicted membrane protein	Transmemb_17	PF09799.15	Predicted membrane protein	MSTRG.10443.1.p1
MSTRG.1045	2	C2	PF00168.37	2.3e-28	C2 domain	C2	PF00168.37	C2 domain	MSTRG.1045.1.p2
MSTRG.10451	6	Arrestin_N	PF00339.35	8e-42	Arrestin (or S-antigen), N-terminal domain	Arrestin_N;Arrestin_C	PF00339.35;PF02752.28	Arrestin (or S-antigen), N-terminal domain;Arrestin (or S-antigen), C-terminal domain	MSTRG.10451.1.p1;MSTRG.10451.2.p1;MSTRG.10451.3.p1
MSTRG.10460	8	zf-H2C2_2	PF13465.13	1.2e-09	Zinc-finger double domain	zf-H2C2_2	PF13465.13	Zinc-finger double domain	MSTRG.10460.1.p1
MSTRG.10461	8	zf-H2C2_2	PF13465.13	7.2e-10	Zinc-finger double domain	zf-H2C2_2	PF13465.13	Zinc-finger double domain	MSTRG.10461.1.p1
MSTRG.10463	12	PBC	PF03792.19	1.1e-83	PBC domain	PBC;Homeobox_KN;Homeodomain	PF03792.19;PF05920.18;PF00046.36	PBC domain;Homeobox KN domain;Homeodomain	MSTRG.10463.1.p1;MSTRG.10463.4.p1;MSTRG.10463.6.p1;MSTRG.10463.2.p1;MSTRG.10463.5.p1;MSTRG.10463.3.p1
MSTRG.10464	2	CX9C	PF16860.11	1e-10	CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,	CX9C	PF16860.11	CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,	MSTRG.10464.1.p1;MSTRG.10464.2.p1
MSTRG.10465	2	Endonuclease_NS	PF01223.30	7e-64	DNA/RNA non-specific endonuclease	Endonuclease_NS	PF01223.30	DNA/RNA non-specific endonuclease	MSTRG.10465.2.p1;MSTRG.10465.1.p1
MSTRG.10466	4	TFIIB	PF00382.25	3.5e-20	Transcription factor TFIIB repeat	TFIIB;Zn_Ribbon_TF	PF00382.25;PF08271.18	Transcription factor TFIIB repeat;TFIIB zinc-binding	MSTRG.10466.1.p1;MSTRG.10466.2.p1
MSTRG.10467	2	TFIIB	PF00382.25	4.8e-28	Transcription factor TFIIB repeat	TFIIB	PF00382.25	Transcription factor TFIIB repeat	MSTRG.10467.1.p1;MSTRG.10467.2.p1
MSTRG.10468	1	Endonuclease_NS	PF01223.30	3.9e-33	DNA/RNA non-specific endonuclease	Endonuclease_NS	PF01223.30	DNA/RNA non-specific endonuclease	MSTRG.10468.1.p1
MSTRG.10469	1	Endonuclease_NS	PF01223.30	8.6e-37	DNA/RNA non-specific endonuclease	Endonuclease_NS	PF01223.30	DNA/RNA non-specific endonuclease	MSTRG.10469.1.p1
MSTRG.10470	1	DNase_II	PF03265.22	3.2e-106	Deoxyribonuclease II	DNase_II	PF03265.22	Deoxyribonuclease II	MSTRG.10470.1.p1
MSTRG.10474	2	p450	PF00067.28	8.9e-37	Cytochrome P450	p450	PF00067.28	Cytochrome P450	MSTRG.10474.1.p1;MSTRG.10474.2.p1
MSTRG.10475	1	p450	PF00067.28	1.5e-18	Cytochrome P450	p450	PF00067.28	Cytochrome P450	MSTRG.10475.1.p1
MSTRG.10476	4	p450	PF00067.28	9.6e-12	Cytochrome P450	p450	PF00067.28	Cytochrome P450	MSTRG.10476.2.p1;MSTRG.10476.1.p1;MSTRG.10476.3.p1;MSTRG.10476.4.p1
MSTRG.10478	5	5-FTHF_cyc-lig	PF01812.27	1.4e-46	5-formyltetrahydrofolate cyclo-ligase family	5-FTHF_cyc-lig	PF01812.27	5-formyltetrahydrofolate cyclo-ligase family	MSTRG.10478.2.p1;MSTRG.10478.5.p1;MSTRG.10478.1.p1;MSTRG.10478.3.p1;MSTRG.10478.4.p1
MSTRG.10479	1	MRP-S26	PF14943.12	8.5e-31	Mitochondrial ribosome subunit S26	MRP-S26	PF14943.12	Mitochondrial ribosome subunit S26	MSTRG.10479.1.p1
MSTRG.10480	2	SepSecS	PF05889.20	6.4e-153	O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS	SepSecS	PF05889.20	O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS	MSTRG.10480.1.p1;MSTRG.10480.2.p2
MSTRG.10484	1	RVT_1	PF00078.33	1.3e-09	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.10484.1.p1
MSTRG.10485	2	P-mevalo_kinase	PF04275.21	9.7e-50	Phosphomevalonate kinase	P-mevalo_kinase	PF04275.21	Phosphomevalonate kinase	MSTRG.10485.1.p1;MSTRG.10485.2.p1
MSTRG.10486	2	TPR_BSK1_C	PF25575.1	3.1e-07	Serine/threonine-protein kinase BSK1-like, TPR repeats	TPR_BSK1_C;TPR_11	PF25575.1;PF13414.13	Serine/threonine-protein kinase BSK1-like, TPR repeats;TPR repeat	MSTRG.10486.1.p1
MSTRG.10488	1	Abhydrolase_1	PF00561.27	1.7e-06	alpha/beta hydrolase fold	Abhydrolase_1	PF00561.27	alpha/beta hydrolase fold	MSTRG.10488.1.p1
MSTRG.10489	2	zf-CCHC	PF00098.29	4.4e-06	Zinc knuckle	zf-CCHC	PF00098.29	Zinc knuckle	MSTRG.10489.2.p1;MSTRG.10489.3.p1
MSTRG.1049	9	MutS_V	PF00488.28	3.5e-68	MutS domain V	MutS_V;MutS_III;MutS_IV;MutS_II;MutS_I	PF00488.28;PF05192.24;PF05190.24;PF05188.24;PF01624.26	MutS domain V;MutS domain III;MutS family domain IV;MutS domain II;MutS domain I	MSTRG.1049.2.p1;MSTRG.1049.1.p1;MSTRG.1049.2.p2
MSTRG.10491	2	PDEase_I	PF00233.26	2.7e-86	3'5'-cyclic nucleotide phosphodiesterase	PDEase_I;GAF	PF00233.26;PF01590.33	3'5'-cyclic nucleotide phosphodiesterase;GAF domain	MSTRG.10491.1.p1
MSTRG.10493	8	NTF2	PF02136.27	6.6e-35	Nuclear transport factor 2 (NTF2) domain	NTF2;RRM_1	PF02136.27;PF00076.29	Nuclear transport factor 2 (NTF2) domain;RNA recognition motif	MSTRG.10493.4.p1;MSTRG.10493.1.p1;MSTRG.10493.2.p1;MSTRG.10493.3.p1
MSTRG.10494	5	FAD_binding_5	PF00941.28	1.4e-48	FAD binding domain in molybdopterin dehydrogenase	FAD_binding_5;Fer2_2;Ald_Xan_dh_C;CO_deh_flav_C;MoCoBD_1	PF00941.28;PF01799.26;PF01315.28;PF03450.23;PF02738.24	FAD binding domain in molybdopterin dehydrogenase;[2Fe-2S] binding domain;Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain;CO dehydrogenase flavoprotein C-terminal domain;Molybdopterin cofactor-binding domain	MSTRG.10494.1.p1
MSTRG.10496	5	AAA_12	PF13087.13	2.1e-40	AAA domain	AAA_12;ZNFX1;AAA_11;AAA_19	PF13087.13;PF25396.2;PF13086.13;PF13245.13	AAA domain;ZNFX1 domain	MSTRG.10496.1.p1
MSTRG.105	28	TPR_Vps41	PF23556.2	4.9e-121	Vps41 TPR-like region	TPR_Vps41;Beta-prop_Vps41;WD40_WDHD1_1st;Clathrin	PF23556.2;PF23411.2;PF24817.2;PF00637.27	Vps41 TPR-like region;Vps42 beta-propeller;WDHD1 first WD40 domain;Region in Clathrin and VPS	MSTRG.105.1.p1;MSTRG.105.2.p1;MSTRG.105.3.p1;MSTRG.105.5.p1;MSTRG.105.7.p1;MSTRG.105.4.p1;MSTRG.105.6.p1
MSTRG.10502	6	EGF_PEAR1L	PF23301.2	2.2e-06	Platelet endothelial aggregation receptor 1-like, EGF domain	EGF_PEAR1L;F5_F8_type_C_2	PF23301.2;PF22633.4	Platelet endothelial aggregation receptor 1-like, EGF domain;NedA-like, galactose-binding domain	MSTRG.10502.2.p1;MSTRG.10502.1.p1;MSTRG.10502.3.p1
MSTRG.10506	9	RVT_1	PF00078.33	5.3e-30	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.10506.2.p1;MSTRG.10506.4.p1;MSTRG.10506.5.p1;MSTRG.10506.7.p1;MSTRG.10506.9.p1;MSTRG.10506.1.p1;MSTRG.10506.3.p1;MSTRG.10506.6.p1;MSTRG.10506.8.p1
MSTRG.10511	2	FWWh	PF14922.12	5.7e-47	Protein of unknown function	FWWh	PF14922.12	Protein of unknown function	MSTRG.10511.1.p1;MSTRG.10511.2.p1
MSTRG.10514	1	GHMP_kinases_C	PF08544.19	1.6e-14	GHMP kinases C terminal	GHMP_kinases_C	PF08544.19	GHMP kinases C terminal	MSTRG.10514.1.p1
MSTRG.10515	16	GalKase_gal_bdg	PF10509.16	2.8e-23	Galactokinase galactose-binding signature	GalKase_gal_bdg;GHMP_kinases_N	PF10509.16;PF00288.33	Galactokinase galactose-binding signature;GHMP kinases N terminal domain	MSTRG.10515.6.p1;MSTRG.10515.7.p1;MSTRG.10515.8.p1;MSTRG.10515.5.p1;MSTRG.10515.1.p1;MSTRG.10515.4.p1;MSTRG.10515.2.p1;MSTRG.10515.3.p1
MSTRG.10517	4	CCDC192	PF27954.1	8.3e-31	Coiled-coil domain-containing protein 192	CCDC192	PF27954.1	Coiled-coil domain-containing protein 192	MSTRG.10517.2.p1;MSTRG.10517.3.p1;MSTRG.10517.4.p1;MSTRG.10517.1.p1
MSTRG.10519	2	IRS	PF02174.24	5.3e-12	PTB domain (IRS-1 type)	IRS	PF02174.24	PTB domain (IRS-1 type)	MSTRG.10519.1.p1;MSTRG.10519.2.p1
